Model,label,image_id,96,80,64,56,48,40,32,30,28,26,24,16,12,8
ResNet18,6,0,1.0,0.9537274241447449,0.9174860715866089,0.8861504793167114,0.839119553565979,0.7911529541015625,0.7355371713638306,0.7213147878646851,0.7155289053916931,0.669005811214447,0.6759331226348877,0.5038914084434509,0.4595937430858612,0.4022049903869629
ResNet18,7,1,1.0000001192092896,0.9722903370857239,0.9331830143928528,0.8798604011535645,0.8367539048194885,0.8191116452217102,0.7483770251274109,0.7239128947257996,0.6942490935325623,0.6787135601043701,0.6700595617294312,0.5435603260993958,0.4101940989494324,0.3492685854434967
ResNet18,5,2,1.0,0.9626482129096985,0.9240767955780029,0.892967939376831,0.8688526153564453,0.8331535458564758,0.7797313332557678,0.7704456448554993,0.7596924304962158,0.723689079284668,0.7247737050056458,0.653773307800293,0.5457703471183777,0.4455617666244507
ResNet18,0,3,1.0,0.9563355445861816,0.8929076194763184,0.8239516019821167,0.7874471545219421,0.7394217848777771,0.7124571204185486,0.7112843990325928,0.6868811845779419,0.6520630717277527,0.6398316025733948,0.5577015280723572,0.4633420705795288,0.426421582698822
ResNet18,3,4,1.0,0.9713334441184998,0.940436065196991,0.9131735563278198,0.8911848068237305,0.8395888805389404,0.7833688259124756,0.7046234011650085,0.6671628952026367,0.5939545035362244,0.5217776298522949,0.42496418952941895,0.41064393520355225,0.38433438539505005
ResNet18,1,5,0.9999999403953552,0.9676389694213867,0.9329223036766052,0.914677619934082,0.8794240951538086,0.8482500314712524,0.7140399217605591,0.674382209777832,0.6509803533554077,0.6317055225372314,0.5981407165527344,0.5039299130439758,0.453982412815094,0.39130502939224243
ResNet18,1,6,1.0000001192092896,0.9711472392082214,0.9245213866233826,0.8899452090263367,0.8429529666900635,0.8053072690963745,0.7503761053085327,0.7287572622299194,0.7032778263092041,0.690333366394043,0.6462624669075012,0.5086003541946411,0.4452979564666748,0.40438196063041687
ResNet18,1,7,1.0000001192092896,0.9658239483833313,0.9197183847427368,0.8912814855575562,0.8539686799049377,0.798499584197998,0.7412682771682739,0.7041884064674377,0.6848587989807129,0.6628564596176147,0.6056315898895264,0.4625694453716278,0.39699384570121765,0.37945663928985596
ResNet18,4,8,1.000000238418579,0.945461630821228,0.8960059285163879,0.8721172213554382,0.8111334443092346,0.7623065710067749,0.6867859363555908,0.6400660872459412,0.6409640908241272,0.6061455607414246,0.5880410075187683,0.46582359075546265,0.4249890148639679,0.4104536771774292
ResNet18,4,9,1.0000001192092896,0.9622464776039124,0.9187401533126831,0.8763419389724731,0.8485029935836792,0.8216841816902161,0.7501038312911987,0.7437685132026672,0.7203852534294128,0.6926372051239014,0.6576533913612366,0.5318577289581299,0.47760891914367676,0.43778106570243835
ResNet18,0,10,1.0,0.9811466932296753,0.9566483497619629,0.939699113368988,0.9280611276626587,0.9097122550010681,0.8716899752616882,0.842548668384552,0.8361451029777527,0.791148841381073,0.7697843909263611,0.5980174541473389,0.5318301916122437,0.4291176497936249
ResNet18,0,11,1.0000001192092896,0.9810516238212585,0.9424252510070801,0.9223567843437195,0.87591952085495,0.8421638011932373,0.8168472647666931,0.7664600014686584,0.7792345881462097,0.7436461448669434,0.7250580787658691,0.6571377515792847,0.6122143268585205,0.5788050889968872
ResNet18,4,12,1.0,0.9713746309280396,0.9534856081008911,0.9121633768081665,0.8542792201042175,0.787307620048523,0.7611793279647827,0.7271606922149658,0.710268497467041,0.691908597946167,0.6628724336624146,0.5976982116699219,0.5376335978507996,0.4805183410644531
ResNet18,0,13,1.0,0.9719734787940979,0.9405261278152466,0.9045436382293701,0.8717082738876343,0.8258100152015686,0.7687250375747681,0.7155849933624268,0.6997200846672058,0.663291335105896,0.6325920224189758,0.5214757919311523,0.44840720295906067,0.41800495982170105
ResNet18,1,14,1.0,0.9700995683670044,0.9368124604225159,0.911788821220398,0.8840590715408325,0.8637690544128418,0.7744545340538025,0.7300121784210205,0.7042626738548279,0.6650052070617676,0.6412504315376282,0.5058502554893494,0.4551442563533783,0.4224877655506134
ResNet18,5,15,1.0000001192092896,0.9695031642913818,0.9161943793296814,0.8794765472412109,0.8470020890235901,0.7963804006576538,0.7624137997627258,0.7355827689170837,0.6746810078620911,0.6455593109130859,0.625860869884491,0.48519301414489746,0.44794002175331116,0.41276034712791443
